IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Control;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
7706689;MIKHAIL BULGAKOV;;;;;;16,68;16,690;16,680;1979-04;0;UBGG6;RR;German Democratic Republic;500;1979-04;4,53;0;  Unknown;9991001;;0,000;360;"Zavod ""Dvigatel Revolyutsii"" - Gorkiy";6;Dvigatel Revolyutsii;6CHN36/45;450;4;Oil;3;375;Russia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;5640;1977-12;0,000;2019-03-04;1978-04;124,950;273366210;Rptd Sold Undisclosed Interest;9991942;1977-04;Oil Engine(s), Direct Drive;0;Rptd Sold Undisclosed Interest;9991942;0;;;0;0,00;Cruise Ship, Inland Waterways;;Elbewerften Boizenburg;GDR008034;Rptd Sold Undisclosed Interest;9991942;In Service/Commission;  Unknown;9991001;0;1979
7706691;KRONSHTADT;;;;;;16,68;16,690;16,680;1979-08;0;;RR;German Democratic Republic;500;1979-08;4,53;0;  Unknown;9991001;;0,000;360;"Zavod ""Dvigatel Revolyutsii"" - Gorkiy";6;Dvigatel Revolyutsii;6CHN36/45;450;4;Oil;3;375;Russia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;5640;1978-04;0,000;2019-03-04;1978-08;124,950;273352150;Rptd Sold Undisclosed Interest;9991942;1976-01;Oil Engine(s), Direct Drive;0;Rptd Sold Undisclosed Interest;9991942;0;;;0;0,00;Cruise Ship, Inland Waterways;;Elbewerften Boizenburg;GDR008034;Rptd Sold Undisclosed Interest;9991942;In Service/Commission;  Unknown;9991001;0;1979
7732341;FLANDRIA 1;G.M. (Detroit Diesel);G.M. (Detroit Diesel);;;143;6,00;6,280;6,000;1965-06;0;OT4001;;Belgium;70;1965-06;3,08;0;  Unknown;9991001;;0,000;123;General Motors-Detroit Diesel Allison Divn - USA;6;G.M. (Detroit Diesel);6V-92-TA;127;2;Oil;2;1800;Belgium;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Brabo CVBA;Belgium;143;;0,000;2018-07-25;;30,150;;Vlamo NV Flandria;0630130;1963-06;Oil Engine(s), Geared Drive;0;Brabo Havenloodsen;5573902;0;;;0;0,00;Passenger Ship, Inland Waterways;;Voorde;BLG038053;Antwerp Water Services;5296075;In Service/Commission;  Unknown;9991001;0;1965
7732389;FLANDRIA 24;GENMOTORSEMD;G.M. (Detroit Diesel);;2;120;7,17;7,570;7,170;1968-00;0;OT3058;LR;Belgium;0;1968-00;2,8;0;  Unknown;9991001;20080501;0,000;137;Caterpillar Tractor Co - USA;6;Caterpillar;D343;165;4;Oil;2;2200;Belgium;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;474;;0,000;2018-07-20;;44,050;205305890;Vlamo NV Flandria;0630130;1965-01;Oil Engine(s), Geared Drive;0;Rederij Flandria BVBA;5994654;0;;;0;0,00;Passenger Ship, Inland Waterways;;Meyntjens;BLG018057;Antwerp Water Services;5296075;In Service/Commission;  Unknown;9991001;0;1968
7736309;ZAMBEZI;;;;;;6,80;7,320;6,800;1930-00;0;OT2592;;Netherlands;0;1930-00;2,7;0;  Unknown;9991001;;0,000;108;General Motors-Detroit Diesel Allison Divn - USA;12;G.M. (Detroit Diesel);12V-71;127;2;Oil;1;;Belgium;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;164;;0,000;2018-07-19;;36,300;;Rptd Sold Undisclosed Interest;9991942;1928-00;Oil Engine(s), Geared Drive;0;Rptd Sold Undisclosed Interest;9991942;0;;;0;0,00;Passenger Ship, Inland Waterways;;Moerdijkswelvaren;NTH031033;Rptd Sold Undisclosed Interest;9991942;In Service/Commission;  Unknown;9991001;0;1930
7736995;DOCKS 2;;;;;;8,01;8,510;8,010;1951-06;0;PB9560;;Belgium;0;1951-06;3,36;0;  Unknown;9991001;20090701;2,061;123;General Motors-Detroit Diesel Allison Divn - USA;16;G.M. (Detroit Diesel);16V-92;127;2;Oil;2;1800;Netherlands;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;462;;0,000;2018-12-14;;60,810;244170202;Rederij Docks;6056161;1948-01;Oil Engine(s), Geared Drive;0;Rederij Docks;6056161;0;;;0;0,00;Passenger Ship, Inland Waterways;;Meyntjens & Zoon;BLG018043;Rederij Docks;6056161;In Service/Commission;  Unknown;9991001;0;1951
7800033;AISLING GABRIELLE;;;;;;13,77;13,870;13,770;1978-08;0;EI7199;;United Kingdom;240;1978-08;2,32;0;  Unknown;9991001;;1,382;130;AB Volvo Penta - Sweden;6;Volvo Penta;TAMD120;150;4;Oil;4;;Irish Republic;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Frazer Ferries Ltd;Irish Republic;325;1978-02;0,000;2018-07-13;1978-06;62,970;250101540;Frazer Ferries Ltd;6050661;1975-08;Oil Engine(s), Geared Drive;0;Frazer Ferries Ltd;6050661;0;;;0;10,00;Passenger/Ro-Ro Ship (Vehicles), Inland Waterways;;Scott & Sons (B.S.);GBI077287;Frazer Ferries Ltd;6050661;In Service/Commission;  Unknown;9991001;0;1978
7808554;FERRY No. 7;Deutz;Deutz;;;45;15,00;15,320;15,000;1979-01;0;;LR;Germany, Federal Republic Of;150;1979-01;2,52;350;  Unknown;9991001;20090801;1,200;142;Kloeckner-Humboldt-Deutz AG - West Germany;6;Deutz;SBA6M816;160;4;Oil;2;1650;Egypt;12,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Egypt Govt;Egypt;210;;0,000;2018-11-26;;43,000;;Suez Canal Authority;0104144;1977-01;Oil Engine(s), Geared Drive;0;Suez Canal Authority;0104144;0;;;0;7,00;Passenger/Ro-Ro Ship (Vehicles), Inland Waterways;;Germersheim;GFR187059;Suez Canal Authority;0104144;In Service/Commission;  Unknown;9991001;0;1979
7808566;FERRY No. 8;MWM;MWM;;4;53;15,00;15,320;15,000;1979-01;0;;LR;Germany, Federal Republic Of;150;1979-01;2,52;350;  Unknown;9991001;20080401;1,200;142;Kloeckner-Humboldt-Deutz AG - West Germany;6;Deutz;SBA6M816;160;4;Oil;2;1650;Egypt;12,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Egypt Govt;Egypt;210;;0,000;2018-01-25;;43,000;;Suez Canal Authority;0104144;1977-01;Oil Engine(s), Geared Drive;0;Suez Canal Authority;0104144;0;;;0;7,00;Passenger/Ro-Ro Ship (Vehicles), Inland Waterways;;Germersheim;GFR187059;Suez Canal Authority;0104144;In Service/Commission;  Unknown;9991001;0;1979
7824596;ERNST STURM;;;;;;14,01;14,030;14,010;1979-04;0;DIWC;GL;Germany, Federal Republic Of;320;1979-04;3,03;0;  Unknown;9991001;;1,601;142;Kloeckner-Humboldt-Deutz AG - West Germany;8;Deutz;SBA8M816;160;4;Oil;2;1500;Germany;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;585;1978-11;0,000;2019-01-08;1979-03;48,110;211474990;Unterelbe-Fahrbetrieb;1011317;1977-04;Oil Engine(s), Geared Drive;0;Unterelbe-Fahrbetrieb;1011317;0;;;0;10,50;Passenger/Ro-Ro Ship (Vehicles), Inland Waterways;;Peters H.;GFR036034;Unterelbe-Fahrbetrieb;1011317;In Service/Commission;  Unknown;9991001;0;1979
