IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Code;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
8665090;PELICAN 3;;;;;;16,38;0,000;16,380;2007-05;0;E6BF2;;China, People's Republic Of;1536;2007-05;4,25;0;  Unknown;9991001;;0,000;159;Cummins Engine Co Inc - USA;6;Cummins;KTA-19-M500;159;4;Oil;2;1800;Niue;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;ASL Marine Holdings Ltd;5181100;1352;2006-12;0,000;2016-02-29;;72,500;542130110;ASL Offshore & Marine Pte Ltd;1894092;2006-01;Oil Engine(s), Geared Drive;0;Capitol Offshore Pte Ltd;4031441;0;;;0;0,00;Aggregates Carrier;;Guangzhou Panyu Xiuxiang;CHRA88050;ASL Offshore & Marine Pte Ltd;1894092;In Service/Commission;ASL Offshore & Marine Pte Ltd;1894092;0;2007
8665375;WULAN 1;;;;;;14,60;14,840;14,600;2007-10;0;JZXW;;China, People's Republic Of;1997;2007-10;3,98;0;  Unknown;9991001;;3,330;0;Chongqing Cummins Engine Co Ltd - China;;Cummins;;0;;Oil;2;;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;GPI Group;5989985;1240;2007-03;0,000;2017-06-07;;67,800;;GPI Shipping Indonesia PT;5773742;2005-10;Oil Engine(s), Geared Drive;0;GPI Shipping Indonesia PT;5773742;0;;;0;0,00;Aggregates Carrier;;Qingyuan Fucheng Baimiao Shyd;CHRB69020;GPI Shipping Indonesia PT;5773742;In Service/Commission;GPI Shipping Indonesia PT;5773742;0;2007
8665387;WULAN 2;;;;;;14,60;14,920;14,600;2008-04;0;JZXX;;China, People's Republic Of;1997;2008-04;3,98;0;  Unknown;9991001;;3,330;0;Chongqing Cummins Engine Co Ltd - China;;Cummins;;0;;Oil;2;;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;GPI Group;5989985;1236;2007-11;0,000;2017-06-07;;67,800;;GPI Shipping Indonesia PT;5773742;2006-04;Oil Engine(s), Geared Drive;0;GPI Shipping Indonesia PT;5773742;0;;;0;0,00;Aggregates Carrier;;Qingyuan Fucheng Baimiao Shyd;CHRB69020;GPI Shipping Indonesia PT;5773742;In Service/Commission;GPI Shipping Indonesia PT;5773742;0;2008
8665870;CAI JUN 2;;;;;;22,00;0,000;22,000;2012-03;0;HOWF;IB;China, People's Republic Of;20421;2012-03;10,5;0;East Sunrise Ship Management;5749291;;7,800;250;Qingdao Zichai Boyang Diesel Engine Co Ltd - China;8;Chinese Std. Type;LC8250ZLC;320;4;Oil;2;825;Panama;0,00;0,00;0,00;0,00;Distillate Fuel;Residual Fuel;0;  Unknown;9991001;9994;2010-09;0,000;2018-05-18;2011-11;139,800;357588000;Boyu Investment Co Ltd;5779945;2010-06;Oil Engine(s), Geared Drive;0;Boyu Investment Co Ltd;5779945;0;;;0;12,50;Aggregates Carrier;;Chaohu Shunfeng Shipbuilding;CHR548050;Boyu Investment Co Ltd;5779945;In Service/Commission;East Sunrise Ship Management;5749291;0;2012
8665911;CAI JUN 5;;;;;;22,00;0,000;22,000;2012-03;0;HPZI;ZC;China, People's Republic Of;20421;2012-03;10,5;0;  Unknown;9991001;;7,800;300;Ningbo CSI Power & Machinery Group Co Ltd - China;8;Chinese Std. Type;G8300ZC;380;4;Oil;2;825;Panama;0,00;0,00;0,00;0,00;Distillate Fuel;Residual Fuel;0;  Unknown;9991001;9994;2010-06;0,000;2018-11-09;;139,800;354697000;Bojie Investment Co Ltd;5779959;2010-01;Oil Engine(s), Geared Drive;0;Bojie Investment Co Ltd;5779959;0;;;0;11,00;Aggregates Carrier;;Chaohu Shunfeng Shipbuilding;CHR548050;Bojie Investment Co Ltd;5779959;In Service/Commission;  Unknown;9991001;0;2012
8667971;ZHONG XIN 1;;;;;;15,20;0,000;15,200;2013-09;0;;SL;China, People's Republic Of;1692;2013-09;4,3;0;Hailong Shipping Sdn Bhd;5814296;;0,000;170;Weichai Power Co Ltd - China;6;Chinese Std. Type;X6170ZC;200;4;Oil;2;1500;Unknown;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Hong Kong Baobo Industrial Ltd;4203521;1832;2012-06;0,000;2018-12-07;2012-08;75,000;;Hong Kong Baobo Industrial Ltd;4203521;2012-06;Oil Engine(s), Geared Drive;0;Hong Kong Baobo Industrial Ltd;4203521;0;;;0;0,00;Aggregates Carrier;;Fuzhou Zhengyang Shipbuilding;CHR545050;Hailong Shipping Sdn Bhd;5814296;In Service/Commission;Hailong Shipping Sdn Bhd;5814296;0;2013
8668688;TKS 1;;;;;;15,00;15,320;15,000;2010-12;0;;;China, People's Republic Of;3106;2010-12;4,1;0;  Unknown;9991001;;3,450;0;Chongqing Cummins Engine Co Ltd - China;;Cummins;;0;;Oil;2;;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;1506;2010-07;0,000;2017-03-16;;70,150;;Trans Kaltim Sejati PT;5974223;2010-06;Oil Engine(s), Geared Drive;0;Trans Kaltim Sejati PT;5974223;0;;;0;0,00;Aggregates Carrier;;Qingyuan Fucheng Baimiao Shyd;CHRB69020;Trans Kaltim Sejati PT;5974223;In Service/Commission;  Unknown;9991001;0;2010
8668690;TKS 3;;;;;;16,00;16,300;16,000;2010-05;0;YBHB;;China, People's Republic Of;3593;2010-05;4,2;0;  Unknown;9991001;;3,550;0;Chongqing Cummins Engine Co Ltd - China;;Cummins;;0;;Oil;2;;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;1698;2010-01;0,000;2017-03-16;;73,300;;Trans Kaltim Sejati PT;5974223;2010-01;Oil Engine(s), Geared Drive;0;Trans Kaltim Sejati PT;5974223;0;;;0;0,00;Aggregates Carrier;;Qingyuan Fucheng Baimiao Shyd;CHRB69020;Trans Kaltim Sejati PT;5974223;In Service/Commission;  Unknown;9991001;0;2010
8668705;TKS 2;;;;;;16,00;16,300;16,000;2010-07;0;YBHA;;China, People's Republic Of;3593;2010-07;4,2;0;  Unknown;9991001;;3,550;0;Chongqing Cummins Engine Co Ltd - China;;Cummins;;0;;Oil;2;;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;1708;2010-03;0,000;2017-03-16;;73,300;;Trans Kaltim Sejati PT;5974223;2010-01;Oil Engine(s), Geared Drive;0;Trans Kaltim Sejati PT;5974223;0;;;0;0,00;Aggregates Carrier;;Qingyuan Fucheng Baimiao Shyd;CHRB69020;Trans Kaltim Sejati PT;5974223;In Service/Commission;  Unknown;9991001;0;2010
8669632;XIN SHAN;;;;;;16,00;0,000;16,000;2010-06;0;3EYY5;CO ZC;China, People's Republic Of;3807;2010-06;6,6;0;  Unknown;9991001;;5,000;210;Zibo Diesel Engine Factory - China;6;Chinese Std. Type;6210ZLC;290;4;Oil;2;1000;Panama;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Zhejiang Lygend Investment;5959615;3046;2009-12;0,000;2016-12-22;;96,300;356775000;Si Marine Management Pte Ltd;4205386;2009-08;Oil Engine(s), Geared Drive;0;Hong Kong Lygend Development;4205390;0;;;0;0,00;Aggregates Carrier;;Anhui Hengtong Shipbuilding Co;CHR567050;Si Marine Management Pte Ltd;4205386;In Service/Commission;Si Marine Management Pte Ltd;4205386;0;2010
