IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Code;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
9765213;SABUK NUSANTARA 53;Perkins;Perkins;6TG2AM;4;110;12,00;12,400;12,000;2014-12;0;YHZG;KI;Indonesia;750;2014-12;4,5;0;  Unknown;9991001;;2,900;155;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6AYM-WET;180;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1161;2013-08;0,000;2018-04-11;2014-04;58,500;525001122;ASDP Indonesia Ferry;1597500;2013-06;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Land Comms;1067542;0;;;0;12,00;General Cargo/Passenger Ship;;Adiluhung;IDA107057;ASDP Indonesia Ferry;1597500;In Service/Commission;ASDP Indonesia Ferry;1597500;0;2014
9765263;SABUK NUSANTARA 52;;;;;;12,00;12,400;12,000;2014-12;0;YGQR;;Indonesia;750;2014-12;4,5;0;  Unknown;9991001;;2,000;155;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6AYM-WET;180;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1161;2013-08;0,000;2018-04-11;2014-06;58,500;525001124;ASDP Indonesia Ferry;1597500;2011-01;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Land Comms;1067542;0;;;0;12,00;General Cargo/Passenger Ship;;Adiluhung;IDA107057;ASDP Indonesia Ferry;1597500;In Service/Commission;ASDP Indonesia Ferry;1597500;0;2014
9765964;SABUK NUSANTARA 51;Cummins;Cummins;6CTA8.3-M;4;128;12,00;0,000;12,000;2014-10;0;PLLF;KI;Indonesia;505;2014-10;4;0;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1206;2013-08;0,000;2018-12-06;2014-05;62,800;525001123;Indonesia Govt Min Sea Comms;0180006;2013-06;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;Indonesia Govt Min Sea Comms;0180006;0;2014
9767687;OGASAWARA MARU;;;;;;20,40;0,000;20,400;2016-06;0;7JWG;FA;Japan;1730;2016-06;9,45;0;  Unknown;9991001;;5,700;400;JFE Engineering Corp - Japan;14;Pielstick;14PC2.6B;500;4;Oil;2;600;Japan;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Ogasawara Kaiun KK;0258510;11035;2015-10;0,000;2018-06-05;2016-01;150,000;431347000;Ogasawara Kaiun KK;0258510;2014-12;Oil Engine(s), Geared Drive;0;Ogasawara Kaiun KK;0258510;0;;;0;23,80;General Cargo/Passenger Ship;;Mitsubishi Shimonoseki;JPN421325;Ogasawara Kaiun KK;0258510;In Service/Commission;  Unknown;9991001;0;2016
9787663;SABUK NUSANTARA 55;;;;;;12,00;0,000;12,000;2015-11;0;YBDX2;KI;Indonesia;750;2015-11;4,5;0;  Unknown;9991001;;2,750;155;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6AYM-WET;180;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1168;2014-06;0,000;2018-04-11;2015-04;58,500;525000123;Indonesia Govt Min Land Comms;1067542;2014-03;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Land Comms;1067542;0;;;0;12,00;General Cargo/Passenger Ship;;Dok Bahari Nusantara PT;IDA378050;Indonesia Govt Min Land Comms;1067542;In Service/Commission;  Unknown;9991001;0;2015
9792553;SABUK NUSANTARA 56;;;;;;12,00;12,400;12,000;2015-09;0;YBDE2;;Indonesia;750;2015-09;4,5;0;  Unknown;9991001;;2,900;155;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6AYM-WET;180;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1161;2014-09;0,000;2018-04-11;2015-08;58,500;525001143;ASDP Indonesia Ferry;1597500;2014-05;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Land Comms;1067542;0;;;0;12,00;General Cargo/Passenger Ship;;Adiluhung;IDA107057;ASDP Indonesia Ferry;1597500;In Service/Commission;ASDP Indonesia Ferry;1597500;0;2015
9799460;SABUK NUSANTARA 98;;;;;;12,00;0,000;12,000;2018-06;0;YCFC2;KI;Indonesia;455;2018-06;4;0;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1200;2015-12;0,000;2018-06-22;2017-10;62,800;525101083;Indonesia Govt Min Land Comms;1067542;2015-09;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Land Comms;1067542;0;;;0;0,00;General Cargo/Passenger Ship;;Yasa Wahana Tirta Samudera;IDA067161;Indonesia Govt Min Land Comms;1067542;In Service/Commission;Indonesia Govt Min Land Comms;1067542;0;2018
9799692;SABUK NUSANTARA 106;;;;;;12,00;0,000;12,000;2018-06;0;YCFA2;KI;Indonesia;455;2018-06;4;0;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1200;2015-12;0,000;2018-06-22;2017-06;62,800;525101082;Indonesia Govt Min Sea Comms;0180006;2015-09;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;0,00;General Cargo/Passenger Ship;;Yasa Wahana Tirta Samudera;IDA067161;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;Indonesia Govt Min Sea Comms;0180006;0;2018
9803508;SABUK NUSANTARA 58;;;;;;12,00;12,200;12,000;2016-07;0;YBLZ2;KI;Indonesia;750;2016-07;4,5;0;  Unknown;9991001;;2,900;0;Yanmar Diesel Engine Co Ltd - Japan;;Yanmar;;0;4;Oil;2;;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1161;2015-09;0,000;2018-02-09;;58,500;525001186;Indonesia Govt Min Sea Comms;0180006;2015-07;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;Indonesia Govt Min Sea Comms;0180006;0;2016
9803510;SABUK NUSANTARA 57;;;;;;12,00;12,200;12,000;2016-06;0;YBLY2;KI;Indonesia;750;2016-06;4,5;0;  Unknown;9991001;;2,900;0;Yanmar Diesel Engine Co Ltd - Japan;;Yanmar;;0;4;Oil;2;;Indonesia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;0273746;1171;2015-09;0,000;2018-02-05;2016-04;58,500;525001185;Indonesia Govt Min Sea Comms;0180006;2015-07;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;Indonesia Govt Min Sea Comms;0180006;0;2016
