IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Code;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
7701495;SEABREEZ EXPRESS;;;;;;7,79;7,830;7,790;1977-04;0;HSB2138;;Japan;29;1977-04;3,92;0;  Unknown;9991001;;1,250;190;Ikegai Tekkosho - Japan;16;M.T.U.;16V652TB81;230;4;Oil;2;1500;Thailand;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;388;1976-09;0,000;2012-08-22;1977-01;45,010;;PP Marine Travel Co Ltd;5693140;1975-04;Oil Engine(s), Geared Drive;0;PP Marine Travel Co Ltd;5693140;0;;;0;26,50;Passenger Ship;;Mitsubishi Shimonoseki;JPN421325;PP Marine Travel Co Ltd;5693140;In Service/Commission;  Unknown;9991001;0;1977
7702762;ANDREW J. BARBERI;;;;;;21,34;0,000;21,340;1981-05;0;WYR3370;AB;United States Of America;592;1981-05;6,3;0;New York City Transportation;0550209;20110108;4,117;230;General Motors Corp. Electro-Motive Div. - La Grange;16;EMD (Electro-Motive);16-645-E6;254;2;Oil;4;;United States Of America;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;New York City;0895994;3335;1977-11;0,000;2019-01-03;1979-10;94,490;367000150;New York City Transportation;0550209;1976-07;Oil Engine(s), Direct Drive;0;New York City Transportation;0550209;0;;;0;16,00;Passenger Ship;;Equitable Shipyards New O;USA068159;New York City Transportation;0550209;In Service/Commission;New York City Transportation;0550209;0;1981
7702891;KUMAKA;;;;;;8,07;8,230;8,070;1980-03;0;;;Guyana;20;1980-03;3,89;0;  Unknown;9991001;;2,380;159;Cummins Engine Co Inc - USA;12;Cummins;KTA-2300-M;159;4;Oil;2;1800;Guyana;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Guyana Marine Foods;0043385;160;1978-02;0,000;2012-08-23;1979-11;41,200;;Guyana Marine Foods;0043385;1976-12;Oil Engine(s), Geared Drive;0;Guyana Marine Foods;0043385;0;;;0;0,00;Passenger Ship;;Guyana National Eng;GUY001050;Guyana Marine Foods;0043385;In Service/Commission;  Unknown;9991001;0;1980
7705128;MALA SIRENA;;;;;;9,02;9,020;0,000;1978-06;0;9A2348;CS;Norway;30;1978-06;2,62;0;Miatrade;5018951;;1,201;175;MTU Friedrichshafen GmbH - Friedrichshafen;12;M.T.U.;12V493TY70;205;4;Oil;2;1800;Croatia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Miatrade;5018951;199;1977-04;0,000;2014-07-17;1977-11;26,650;238054000;Miatrade;5018951;1976-06;Oil Engine(s), Geared Drive;0;Miatrade;5018951;0;;;0;25,00;Passenger Ship;;Westermoen Hydrofoil - Mandal;NOR091051;Miatrade;5018951;In Service/Commission;Miatrade;5018951;0;1978
7707530;RIVER ESCAPES FORTUNA;;;;;;6,72;7,010;6,720;1977-08;0;;;United Kingdom;10;1977-08;2,29;0;  Unknown;9991001;;1,448;121;L. Gardner & Sons Ltd. - Manchester;8;Gardner;8LXB;152;4;Oil;2;;Unknown;4,00;0,00;0,00;1,00;Distillate Fuel;Not Applicable;0;  Unknown;9991001;135;1977-02;0,000;2017-01-09;1977-08;27,440;;Tyne Leisure;1930401;1975-08;Oil Engine(s), Geared Drive;0;Tyne Leisure;1930401;0;;;0;10,00;Passenger Ship;;Bideford;GBI007055;Tyne Leisure;1930401;In Service/Commission;  Unknown;9991001;0;1977
7713034;SAERUN;;;;;;9,00;9,020;9,000;1978-07;0;TFPA;;Norway;30;1978-07;2,48;0;  Unknown;9991001;;0,000;175;MTU Friedrichshafen GmbH - Friedrichshafen;12;M.T.U.;12V493TY70;205;4;Oil;2;1800;Iceland;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Seatours Ltd;5061116;194;1977-09;0,000;2015-12-17;1978-05;28,150;251435110;Seatours Ltd;5061116;1976-07;Oil Engine(s), Geared Drive;0;Seatours Ltd;5061116;0;;;0;26,00;Passenger Ship;;Westermoen Hydrofoil - Mandal;NOR091051;Seatours Ltd;5061116;In Service/Commission;  Unknown;9991001;0;1978
7714064;AOMARU No. 3;;;;;;7,05;0,000;7,050;1977-07;0;;;Japan;10;1977-07;2,75;0;  Unknown;9991001;;1,840;200;Mitsubishi Heavy Industries Ltd - Japan;4;Mitsubishi;4SAC-1;240;4;Oil;1;;Unknown;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;159;1977-04;0,000;2011-12-16;1977-07;29,000;;Rptd Sold Undisclosed Interest;9991942;1975-07;Oil Engine(s), Geared Drive;0;Rptd Sold Undisclosed Interest;9991942;0;;;0;0,00;Passenger Ship;;Kanbara;JPN100011;Rptd Sold Undisclosed Interest;9991942;In Service/Commission;  Unknown;9991001;0;1977
7716593;FIESTA CASINO;;;;;;17,01;17,300;17,010;1979-07;0;;;Norway;1592;1979-00;4,53;2000;  Unknown;9991001;;3,431;300;Wichmann Motorfabrikk AS - Norway;6;Wichmann;6AXA;450;2;Oil;1;375;Unknown;132,00;0,00;0,00;7,00;Distillate Fuel;Not Applicable;0;  Unknown;9991001;2210;;23,000;2017-05-02;;71,460;;Trident Gaming Development Inc;5265492;1976-03;Oil Engine(s), Direct Drive;0;Trident Gaming Development Inc;5265492;0;;;0;10,50;Passenger Ship;;Sandnessjoen AS Noroff;NOR076050;Trident Gaming Development Inc;5265492;Laid-Up;  Unknown;9991001;0;1979
7718424;FERRY EZAKI No. 8;;;;;;8,31;0,000;8,310;1977-09;0;;;Japan;0;1977-09;2,93;0;  Unknown;9991001;;2,152;220;Daihatsu Diesel Manufacturing Co Lt - Japan;6;Daihatsu;6PSTCM-22;280;4;Oil;1;;Korea, South;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;160;1977-08;0,000;2014-04-02;1977-08;31,530;;Rptd Sold Korea S;9992296;1975-09;Oil Engine(s), Geared Drive;0;Rptd Sold Korea S;9992296;0;;;0;0,00;Passenger Ship;;Matsuura Tekko;JPN133029;Rptd Sold Korea S;9992296;In Service/Commission;  Unknown;9991001;0;1977
7719404;MANTA RAY EXPLORER;;;;;;9,15;0,000;9,150;1978-04;0;;;Australia;50;1978-04;2,98;0;  Unknown;9991001;;1,682;108;General Motors-Detroit Diesel Allison Divn - USA;8;G.M. (Detroit Diesel);8V-71-TI;127;2;Oil;2;;Australia;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;245;1977-07;0,000;2013-01-10;1978-02;24,390;;Canstruct Pty Ltd;5714022;1976-04;Oil Engine(s), Geared Drive;0;Canstruct Pty Ltd;5714022;0;;;0;0,00;Passenger Ship;;North Queensland Engineers;AST010010;Canstruct Pty Ltd;5714022;In Service/Commission;  Unknown;9991001;0;1978
