IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Control;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
1002029;IOVY;;;;;;7,00;7,000;0,000;1990-07;0;MMYM3;LR;Italy;0;1990-07;4,15;0;  Unknown;9991001;20190329;2,300;142;Kloeckner-Humboldt-Deutz AG - West Germany;8;Deutz;SBA8M816;160;4;Oil;2;1800;United Kingdom;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;160;;0,000;2019-02-28;;34,730;;Konstantinos P;3028894;1988-07;Oil Engine(s), Geared Drive;0;Konstantinos P;3028894;0;;;0;0,00;Yacht;;Codecasa Ugo;ITL035010;Konstantinos P;3028894;In Service/Commission;  Unknown;9991001;0;1990
1002017;LEGEND;;;;;;9,10;9,100;0,000;1987-07;0;V7IE6;LR;Germany, Federal Republic Of;0;1987-07;5,35;0;DB Marine Consulting;3026646;20200608;3,000;170;Caterpillar Inc - USA;12;Caterpillar;3512TA;190;4;Oil;2;1600;Marshall Islands;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;603;;0,000;2019-02-28;;51,250;538080081;DB Marine Consulting;3026646;1985-07;Oil Engine(s), Geared Drive;0;Palisades LLC;5519965;0;;;0;0,00;Yacht;;Schweers F Schiffswerft - GFR;GFR214058;DB Marine Consulting;3026646;In Service/Commission;DB Marine Consulting;3026646;0;1987
1001996;INDIAN II;;;;;;3,15;3,150;0,000;1988-06;0;DB6430;LR;Sweden;0;1988-06;2,65;0;  Unknown;9991001;20200329;1,600;79;AB Volvo Penta - Sweden;3;Volvo Penta;M2003;87;4;Oil;1;3200;Germany;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;13;;0,000;2019-02-28;;9,700;;Terno D;3016154;1986-06;Sail, Aux Oil Eng(s) Direct-Dr;0;Terno D;3016154;0;;;0;0,00;Yacht (Sailing);;Najadvarvet;SWD105055;Terno D;3016154;In Service/Commission;  Unknown;9991001;0;1988
1001984;IL VAGABONDO;;;;;;10,98;10,980;0,000;1987-02;0;ZHBZ3;LR;Italy;0;1987-02;5,48;0;  Unknown;9991001;20190322;3,290;240;Kloeckner-Humboldt-Deutz AG - West Germany;12;Deutz;SBV12M628;280;4;Oil;2;750;Cayman Islands;118,60;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;  Unknown;;1143;;0,000;2019-02-28;;61,270;319574000;Jameena Ltd;3029098;1985-02;Oil Engine(s), Geared Drive;0;Jameena Ltd;3029098;0;;;0;0,00;Yacht;;C.R.N. Ancona;ITL277046;Jameena Ltd;3029098;In Service/Commission;  Unknown;9991001;0;1987
1001972;MESUFISH PATROL;;;;;;7,00;7,000;0,000;1988-05;0;2BAP8;;Italy;0;1988-05;4,15;0;  Unknown;9991001;;3,110;142;Kloeckner-Humboldt-Deutz AG - West Germany;8;Deutz;SBA8M816;160;4;Oil;2;1800;United Kingdom;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;209;;0,000;2019-02-28;;33,120;235064486;Mystique Leisure Ltd;5296676;1986-05;Oil Engine(s), Geared Drive;0;Mystique Leisure Ltd;5296676;0;;;0;0,00;Yacht;;Codecasa Ugo;ITL035010;Mystique Leisure Ltd;5296676;In Service/Commission;  Unknown;9991001;0;1988
1001960;IL CIGNO;;;;;;7,54;7,540;0,000;1985-06;0;9HA3526;;Italy;0;1985-06;4;0;  Unknown;9991001;;2,460;165;MTU Friedrichshafen GmbH - Friedrichshafen;16;M.T.U.;16V396TE74;185;4;Oil;2;2000;Malta;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;316;;0,000;2019-02-28;;42,360;229696000;Cloud Atlas;5955334;1983-06;Oil Engine(s), Geared Drive;0;Cloud Atlas;5955334;0;;;0;0,00;Yacht;;C.R.N. Ancona;ITL277046;Cloud Atlas;5955334;In Service/Commission;  Unknown;9991001;0;1985
1001946;VALIMIRO;;;;;;6,10;6,100;0,000;1984-07;0;;;Italy;0;1984-07;3,2;0;  Unknown;9991001;20180514;1,220;0;Caterpillar Tractor Co - USA;8;Caterpillar;;0;4;Oil;2;;United Kingdom;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;56;;0,000;2018-11-02;;25,490;;Beccria GP;3023191;1982-07;Sail, Aux Oil Eng(s) Direct-Dr;0;Beccria GP;3023191;0;;;0;0,00;Yacht (Sailing);;C.C.Y.D.;ITL290059;Beccria GP;3023191;Laid-Up;  Unknown;9991001;0;1984
1001934;HASABI II;;;;;;9,39;9,390;0,000;1950-02;0;ZCPG3;LR;United States Of America;0;1950-02;4,48;0;  Unknown;9991001;20210524;0,000;159;American Locomotive Co - USA;12;Caterpillar;D398TA;203;4;Oil;2;1300;Cayman Islands;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;660;;0,000;2019-02-28;;58,280;319022000;AB Felix Ltd;5521436;1948-02;Oil Engine(s), Geared Drive;0;Nasco Co Ltd;5521590;0;;;0;0,00;Yacht;;Welding Shipyards;USA178017;AB Felix Ltd;5521436;In Service/Commission;  Unknown;9991001;0;1950
1001922;CLOUD ATLAS;;;;;;8,50;8,500;0,000;1990-12;0;CQXG5;RI;Australia;0;1990-12;4,17;0;  Unknown;9991001;;2,450;170;Caterpillar Inc - USA;12;Caterpillar;3512TA;190;4;Oil;2;1600;Portugal (Mar);;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;373;;0,000;2019-02-28;;39,620;255900127;Cloud Atlas;5955334;1988-12;Oil Engine(s), Geared Drive;0;Cloud Atlas;5955334;0;;;0;0,00;Yacht;;Lloyd's Ship Holdings Pty Ltd;AST223078;Cloud Atlas;5955334;In Service/Commission;  Unknown;9991001;0;1990
1001881;GRAND OCEAN;;;;;;12,80;12,816;12,800;1990-06;0;ZCAI8;LR;Germany, Federal Republic Of;0;1990-06;5,8;0;  Unknown;9991001;20180202;4,050;240;Kloeckner-Humboldt-Deutz AG - West Germany;12;Deutz;SBV12M628;280;4;Oil;2;1000;Bermuda;255,60;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;  Unknown;;1864;1988-08;0,000;2019-02-28;;80,450;310065000;SSH Global Ltd;5776954;1988-06;Oil Engine(s), Direct Drive;0;Punmore Capital Ltd;5951504;0;;;0;0,00;Yacht;;Blohm + Voss Ag;GFR004061;SSH Global Ltd;5776954;In Service/Commission;SSH Maritime Management Ltd;5896259;0;1990
