IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Control;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
9278040;YUSHIN MARU NO. 2;;;;;;10,80;0,000;10,800;2002-09;0;JPPV;CC;Japan;685;1986-03;4,22;0;  Unknown;9991001;20200409;3,898;200;Daihatsu Diesel Manufacturing Co Lt - Japan;8;Caterpillar;3508TA;190;4;Oil;1;1800;Brunei;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;199;2002-09;0,000;2012-01-08;2003-02;43,900;412694950;Fujian Changfu Fishery Co Ltd;4218909;1987-09;Oil Engine(s), Geared Drive;0;Fujian Changfu Fishery Co Ltd;4218909;0;;;0;12,00;Fishery Research Vessel;;Mitsubishi Shimonoseki;JPN421325;Matsushima Sealine;5082253;In Service/Commission;  Unknown;9991001;0;1978
9279903;FENG HAI 66;;;;;;8,80;0,000;8,800;2002-10;0;BQOK;CC;China, People's Republic Of;0;;4,4;0;;;;3,750;200;Weichai Power Co Ltd - China;8;Caterpillar;3508TA;190;4;Oil;1;1600;Canada;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;114;2007-01;0,000;2013-02-11;2007-07;34,820;412916000;Yantai Aquatic Products;1489893;1988-00;Oil Engine(s), Geared Drive;0;Yantai Aquatic Products;1489893;0;;;0;12,00;Fish Carrier;;Sanyo Onomichi;JPN164023;Fuzhou Haisheng Shipping Co;5582171;In Service/Commission;Fuzhou Haisheng Shipping Co;5582171;0;1978
9282223;LILIAN NGOYI;;;;;;7,75;8,110;7,750;2004-11;0;ZR4180;CC;China, People's Republic Of;1027;;8;3281;;;;5,000;270;CSSC Marine Power Co Ltd - China;8;Hyundai Himsen;8H25/33P;330;4;Oil;2;900;Korea, South;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;504;1957-06;0,000;2018-03-14;1957-12;42,090;412924000;China Govt Yellow Sea;1133806;1983-00;Oil Engine(s), Geared Drive;0;China Govt Yellow Sea;1133806;0;;;0;12,00;Fish Carrier;;Vaagland Batbyggeri AS;NOR086019;Eli Star AS;1956699;In Service/Commission;  Unknown;9991001;0;1983
9282235;RUTH FIRST;;;;;;7,75;8,110;7,750;2005-05;0;ZR2205;CC;China, People's Republic Of;1027;;8;3281;;;;5,000;270;CSSC Marine Power Co Ltd - China;8;Caterpillar;3508C;190;4;Oil;1;1600;China, People's Republic Of;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;62;;0,000;2018-08-08;;25,230;413205170;Zhejiang Jurong Ocean;4260896;2014-06;Oil Engine(s), Geared Drive;0;Zhejiang Jurong Ocean;4260896;0;;;0;12,00;Fishery Research Vessel;;Stuelcken HC Sohn - GFR;GFR312037;IRD;0207466;In Service/Commission;IRD;0207466;0;1951
9282247;VICTORIA MXENGE;;;;;;7,75;8,110;7,750;2005-10;0;ZR4256;CC;China, People's Republic Of;723;2015-01;4,5;0;  Unknown;9991001;20200122;3,800;200;Weichai Power Co Ltd - China;8;Yanmar;8EY26;385;4;Oil;1;750;Japan;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Nova Sea AS;Norway;280;;0,000;2019-01-22;;25,240;413320220;Rongcheng Yixin Aquatic;5248980;1999-10;Oil Engine(s), Geared Drive;0;Rongcheng Yixin Aquatic;5248980;0;;;0;12,00;Fish Carrier;;Miho Shimizu;JPN138015;Japan Pacific S de RL;1874418;In Service/Commission;  Unknown;9991001;0;1960
9282584;BADARO NO. 1;;;;;;10,50;0,000;10,500;2002-12;0;DSNB5;CR;Norway;271;1984-09;6,51;0;  Unknown;9991001;;4,301;225;B&W Alpha Diesel A/S - Denmark;8;Iveco Aifo;8281 SRM50;150;4;Oil;2;1800;Turkey;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Oman Govt;Oman;130;1981-03;0,000;2017-11-24;1981-12;29,900;413320290;Rongcheng Dubian Aquatic;5249047;1999-06;Oil Engine(s), Geared Drive;0;Rongcheng Dubian Aquatic;5249047;0;;;0;12,00;Fishery Support Vessel;;Kristiansands MV AS;NOR014050;RD Fishing Industry Inc;5112602;In Service/Commission;  Unknown;9991001;0;1966
9282845;RONJA CARRIER;;;;;;9,70;11,000;9,700;2002-12;0;CFK9573;CR;Chinese Taipei;201;1980-05;3,81;0;  Unknown;9991001;;3,452;245;Matsui Iron Works Co Ltd - Japan;8;Caterpillar;3508TA;190;4;Oil;1;1800;Chile;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;464;1995-06;0,000;2012-07-26;;38,400;413700350;Fuzhou Hailing Shipping Co Ltd;5176753;2014-06;Oil Engine(s), Geared Drive;0;Fuzhou Honglong Ocean Fishing;5195011;0;;;0;12,00;Fishery Research Vessel;;Yarrows Ltd;CAN018032;Talivent SA;5316493;Laid-Up;  Unknown;9991001;0;1962
9283813;MUGUNGHWA NO. 26;;;;;;9,30;0,000;9,300;2003-12;0;DTBN7;CR;Chinese Taipei;3000;1999-12;6,7;0;Tunago Shipping Co Ltd;5094477;;5,740;410;Akasaka Tekkosho KK (Akasaka Diesel Ltd) - Japan;8;Daihatsu;8DKM-28;390;4;Oil;1;750;Japan;;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;  Unknown;;236;2018-02;0,000;2019-01-09;;23,950;413704470;Fuzhou Hailing Shipping Co Ltd;5176753;2002-00;Oil Engine(s), Geared Drive;0;Fuzhou Haisheng Shipping Co;5582171;0;;;0;12,00;Fish Factory Ship;;Slippstodin;ICL002019;Ovenstone Agencies Pty Ltd;5160846;In Service/Commission;  Unknown;9991001;0;1970
9283825;MUGUNGHWA NO. 27;;;;;;9,30;0,000;9,300;2003-12;0;DTBN8;CR;Chinese Taipei;2500;2002-01;6,7;0;Tunago Shipping Co Ltd;5094477;;5,740;410;Akasaka Tekkosho KK (Akasaka Diesel Ltd) - Japan;8;Caterpillar;3508B-TA;190;4;Oil;1;1600;Chile;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Taiwan Govt;Chinese Taipei;300;;0,000;2015-03-25;2011-07;42,600;413707480;Fuzhou Hailing Shipping Co Ltd;5176753;1999-01;Oil Engine(s), Geared Drive;0;Fuzhou Haisheng Shipping Co;5582171;0;;;0;12,00;Fish Carrier;;Hayashikane Shbldg - Nagasaki;JPN006310;Haiphong Maritime;1107261;In Service/Commission;  Unknown;9991001;0;1970
9285598;TARIFA;;;;;;11,00;0,000;11,000;2004-04;0;EHSC;CR;Chinese Taipei;999;1989-11;7,2;0;  Unknown;9991001;;4,700;320;Daihatsu Diesel Manufacturing Co Lt - Japan;8;Caterpillar;3508TA;190;4;Oil;1;1800;Norway;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;150;;0,000;2018-01-10;;44,250;413707670;Fuzhou Hailing Shipping Co Ltd;5176753;2018-01;Oil Engine(s), Geared Drive;0;Fuzhou Hailing Shipping Co Ltd;5176753;0;;;0;12,00;Fishery Patrol Vessel;;Yarrows Ltd;CAN018032;Canada Govt Coast Guard;0042152;In Service/Commission;  Unknown;9991001;0;1968
