IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Control;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
8770596;ODN DELBA III;;;;;;74,98;0,000;74,980;2011-09;0;3ENW9;VL;United Arab Emirates;0;2011-09;30,1;36500;OCYAN;3027114;20190903;18,290;230;Unknown;20;EMD (Electro-Motive);20-710-G9C;279;2;Oil;10;900;Panama;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Odebrecht SA;Brazil;22442;2009-02;0,000;2019-02-14;2009-10;97,500;353520000;Odebrecht Perfuracoes Ltda;3005751;2007-07;Oil Engine(s), Electric Drive;0;Delba Drilling International;5611329;0;;;0;9,00;Drilling Rig, semi Submersible;;Gulf Piping Co WLL;UAE025050;Odebrecht Perfuracoes Ltda;3005751;In Service/Commission;OCYAN;3027114;0;2011
8770601;WEST FREEDOM;;;;;;62,79;0,000;62,790;2009-04;0;3FXQ;AB;United Arab Emirates;0;2009-04;7,92;0;Seadrill Management Ltd;5747591;20190426;5,090;0;Unknown;;Non-Propelled;;0;;;0;;Panama;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;Seadrill Ltd;Norway;7410;2007-12;0,000;2019-02-07;2008-09;74,100;353565000;Seadrill Americas Inc;5526715;2007-06;Non-Propelled;0;Seadrill Freedom Ltd;5821651;0;;;0;0,00;Drilling Rig, jack up;;Lamprell Energy Ltd - Sharjah;UAE005050;Seadrill Americas Inc;5526715;Laid-Up;Seadrill Management Ltd;5747591;0;2009
8770613;SHELF DRILLING MENTOR;;;;;;62,79;0,000;62,790;2010-04;0;YJWG5;AB;United Arab Emirates;0;2010-04;7,92;0;  Unknown;9991001;20201229;5,090;0;Unknown;;Non-Propelled;;0;;;0;;Vanuatu;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;Shelf Drilling Holdings Ltd;United Arab Emirates;7410;2008-09;0,000;2018-02-14;2009-11;74,100;577385000;Shelf Drilling Holdings Ltd;5711748;2007-12;Non-Propelled;0;Shelf Drilling Asset III Ltd;5984613;0;;;0;0,00;Drilling Rig, jack up;;Lamprell Energy Ltd - Sharjah;UAE005050;Shelf Drilling Holdings Ltd;5711748;In Service/Commission;Shelf Drilling Holdings Ltd;5711748;0;2010
8770625;ALPHA STAR;;;;;;69,50;69,560;69,500;2011-03;0;HO6149;AB;Singapore;21575;2011-03;35,5;39327;Petroleo Constellation SA;3022436;20191116;20,500;230;General Motors Corp. Electro-Motive Div. - La Grange;20;EMD (Electro-Motive);20-710-G9B;279;2;Oil;10;900;Panama;2400,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Petroleo Constellation SA;Brazil;27065;2009-03;0,000;2019-02-07;2009-12;103,500;371347000;Petroleo Constellation SA;3022436;2008-09;Oil Engine(s), Electric Drive;0;Alpha Star Equities Ltd;5414991;0;;;16213;9,30;Drilling Rig, semi Submersible;;Keppel FELS Ltd;SNG004100;Petroleo Constellation SA;3022436;In Service/Commission;Petroleo Constellation SA;3022436;0;2011
8770637;WEST LEDA;;;;;;68,40;68,400;0,000;2010-08;0;3EYR9;AB;Singapore;3401;2010-08;8,5;0;  Unknown;9991001;20150829;5,944;0;Unknown;;Non-Propelled;;0;;;0;;Panama;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;Seadrill Ltd;Norway;9985;2008-11;0,000;2018-02-14;2009-07;72,100;355240000;ExxonMobil E&P Malaysia Inc;0792655;2008-01;Non-Propelled;0;Seadrill Indonesia Ltd;5572688;0;;;0;0,00;Drilling Rig, jack up;;PPL Shipyard Pte Ltd;SNG023063;Seadrill Management S Pte Ltd;5190536;In Service/Commission;Seadrill Management S Pte Ltd;5190536;0;2010
8770649;TAM DAO 02;;;;;;68,40;68,400;0,000;2010-07;0;XVRO;AB;Singapore;3401;2010-07;8,5;0;  Unknown;9991001;20181015;5,944;0;Unknown;;Non-Propelled;;0;;;0;;Vietnam;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;9985;2009-05;0,000;2018-02-14;2010-01;72,100;;VIETSOVPETRO Joint Venture;3028421;2008-01;Non-Propelled;0;VIETSOVPETRO Joint Venture;3028421;0;;;0;0,00;Drilling Rig, jack up;;PPL Shipyard Pte Ltd;SNG023063;VIETSOVPETRO Joint Venture;3028421;In Service/Commission;  Unknown;9991001;0;2010
8770651;SETTY;Caterpillar;Caterpillar;3516C;4;1920;68,40;68,400;0,000;2010-07;0;3FOJ4;AB;Singapore;3401;2010-07;8,5;0;  Unknown;9991001;20180726;5,944;0;Unknown;;Non-Propelled;;0;;;0;;Panama;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;Egypt Govt;Egypt;9985;2009-02;0,000;2019-03-05;2009-10;72,100;357183000;Egyptian Drilling Co;3004338;2008-01;Non-Propelled;0;Egyptian Drilling Co;3004338;0;;;0;0,00;Drilling Rig, jack up;;PPL Shipyard Pte Ltd;SNG023063;Egyptian Drilling Co;3004338;In Service/Commission;Egyptian Drilling Co;3004338;0;2010
8770687;BICENTENARIO;;;;;;78,00;96,700;78,000;2010-08;0;3FPA5;VL;Korea, South;0;2010-08;42,5;0;IPC SA de CV;1263518;20181028;25,000;280;Caterpillar Inc - USA;16;Caterpillar;3616;300;4;Oil;8;900;Panama;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;42885;2009-09;0,000;2019-03-05;2009-11;119,200;370664000;IPC SA de CV;1263518;2007-07;Oil Engine(s), Electric Drive;0;Utiledulci-Comercio Int;5587495;0;;;0;7,00;Drilling Rig, semi Submersible;;Daewoo Shipbuilding & Marine;KRS036076;IPC SA de CV;1263518;In Service/Commission;IPC SA de CV;1263518;0;2010
8770699;IRAN AMIR KABIR;Deutz;Deutz;SBV16M628;4;3600;73,40;78,840;73,400;2009-01;0;9BTE;;Iran;13730;2009-01;36,9;0;Khazar Exploration KEPCO;5170082;;19,500;0;Unknown;;Non-Propelled;;0;;;0;;Iran;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;National Iranian Oil Co;Iran;21622;2002-06;0,000;2018-12-17;2003-11;98,600;422816000;Khazar Exploration KEPCO;5170082;2001-00;Non-Propelled;0;National Iranian Oil Co;0101697;0;;;0;0,00;Drilling Rig, semi Submersible;;Sadra;IRN023053;Khazar Exploration KEPCO;5170082;In Service/Commission;Khazar Exploration KEPCO;5170082;0;2009
8770728;JB 114;;;;;;32,20;0,000;32,200;2009-05;0;C6XJ9;VL;Indonesia;1232;2009-05;5;0;Jack-Up Barge BV;4121917;20190507;3,360;0;Unknown;;Non-Propelled;;0;;;0;;Bahamas;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;4823;2008-01;0,000;2019-02-26;2008-10;55,500;311011900;Jack-Up Barge BV;4121917;2007-00;Non-Propelled;0;Self Elevating Platform JB 114;5804428;0;;;0;0,00;Support Platform, jack up;;Nanindah Mutiara Shipyard;IDA011051;Jack-Up Barge BV;4121917;In Service/Commission;Jack-Up Barge BV;4121917;0;2009
