IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Code;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
9059169;ALMASBAHIA;;;;;75;10;0;10;1992-12;0;CNA2017;BV;Netherlands;1157;1992-12;4,2;0;DRAPOR;1640607;20210108;3,15;128;Motoren Werke Mannheim AG (MWM) - Mannheim;12;MWM;TBD234V12;140;4;Oil;2;1800;Morocco;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;DRAPOR;1640607;676;1992-07;0;43787;1992-10;56,1;242088000;DRAPOR;1640607;1990-07;Oil Engine(s), Geared Drive;0;DRAPOR;1640607;0;;;0;8,1;Trailing Suction Hopper Dredger;;IHC Holland NV Beaver Dredgers;NTH432072;DRAPOR;1640607;In Service/Commission;DRAPOR;1640607;0;1992
9061461;BALI II;Yanmar;Yanmar;M200AL-UM;;500;18;0;18;1993-12;0;YFAG;KI;Germany;10507;1993-12;10,3;14417;Pengerukan Indonesia Persero;5186851;;7,91;320;Krupp MaK Maschinenbau GmbH - Kiel;9;MaK;9M453C;420;4;Oil;2;600;Indonesia;0;1200;0;0;Distillate Fuel;Residual Fuel;0;Indonesia Govt;273746;6603;1993-01;0;43790;1993-07;120,35;525019686;Pengerukan Indonesia Persero;5186851;1990-09;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;180006;0;;;0;12,7;Trailing Suction Hopper Dredger;;Volkswerft Stralsund GmbH;GEU253026;Pengerukan Indonesia Persero;5186851;In Service/Commission;Pengerukan Indonesia Persero;5186851;0;1993
9061473;ARU II;Yanmar;Yanmar;M200L-UN;4;441;18;18,4;18;1994-04;0;YFBJ;KI;Germany;10507;1994-04;10,3;14417;Pengerukan Indonesia Persero;5186851;;7,91;320;Krupp MaK Maschinenbau GmbH - Kiel;9;MaK;9M453C;420;4;Oil;2;600;Indonesia;0;1200;0;0;Distillate Fuel;Residual Fuel;0;Indonesia Govt;273746;6603;1993-04;0;43790;1993-11;125,707;525019002;Pengerukan Indonesia Persero;5186851;1992-09;Oil Engine(s), Geared Drive;0;Pengerukan Indonesia Persero;5186851;0;;;0;12,7;Trailing Suction Hopper Dredger;;Volkswerft Stralsund GmbH;GEU253026;Pengerukan Indonesia Persero;5186851;In Service/Commission;Pengerukan Indonesia Persero;5186851;0;1994
9061485;BATANG HARI 30;;;;;;18,5;0;18,5;1994-10;0;JZHN;KI;Germany;1630;1994-10;7;0;Pengerukan Indonesia Persero;5186851;;5;320;Krupp MaK Maschinenbau GmbH - Kiel;8;MaK;8M453C;420;4;Oil;2;600;Indonesia;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;Indonesia Govt;273746;2550;1993-12;0;43790;1994-05;107;525019667;Pengerukan Indonesia Persero;5186851;1993-00;Oil Engine(s), Geared Drive;0;Pengerukan Indonesia Persero;5186851;0;;;0;0;Cutter Suction Dredger;;Volkswerft Stralsund GmbH;GEU253026;Pengerukan Indonesia Persero;5186851;In Service/Commission;Pengerukan Indonesia Persero;5186851;0;1994
9064176;UKD MARLIN;;;;;0;16;16,2;16;1993-10;0;MSBK2;BV;United Kingdom;3735;1993-10;6,4;6293;  Unknown;9991001;20201219;5,09;240;Stork-Wartsila Diesel BV - Netherlands;6;Kromhout;6FHD240;260;4;Oil;2;1000;United Kingdom;148;0;0;0;Distillate Fuel;Not Applicable;0;Associated British Ports;2571;2692;1992-12;0;43790;1993-09;84,65;232001610;UK Dredging;1754061;1990-10;Oil Engine(s), Geared Drive;0;UK Dredging Management;5200401;0;;;0;11,5;Trailing Suction Hopper Dredger;;Appledore Shipbuilders - late;GBI049059;UK Dredging;1754061;In Service/Commission;UK Dredging;1754061;0;1993
9066655;UKD SEAHORSE;Cummins;CUMMINS;;;86;10,06;0;10,06;2000-01;0;MZCW6;BV;Russia;0;2000-01;3,35;0;  Unknown;9991001;;2,45;159;Cummins Engine Co Ltd - United Kingdom;6;Cummins;KTA-19-M3;159;4;Oil;2;2100;United Kingdom;40;0;2;2,1;Distillate Fuel;Not Applicable;0;Associated British Ports;2571;206;1993-04;0;43873;1993-11;25,97;232004441;UK Dredging;1754061;1991-12;Oil Engine(s), Geared Drive;0;Associated British Ports;2571;0;;;0;9,6;Dredger (unspecified);;Belogorodskaya Sudoverf OOO;RUS050051;UK Dredging;1754061;In Service/Commission;UK Dredging;1754061;0;2000
9067881;KINEI MARU NO. 18;;;;;;15;0;15;1993-10;0;JJ3813;;Japan;1452;1993-10;8,5;0;  Unknown;9991001;;0;260;Makita Corp - Japan;6;B&W;6S26MC;980;2;Oil;1;212;Japan;;0;0;0;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;1598;1993-00;0;42429;1993-09;90,82;431300108;Ariake Shoji KK;552103;1991-03;Oil Engine(s), Direct Drive;0;Ariake Shoji KK;552103;0;;;0;11;Grab Dredger;;Daio Japan;JAP458062;Ariake Shoji KK;552103;In Service/Commission;  Unknown;9991001;0;1993
9068110;MJOLNER R;Caterpillar;Caterpillar;3512;4;1305;15;0;15;1994-05;0;OULG2;VL;Netherlands;336;1994-05;3;0;  Unknown;9991001;20190630;2,05;0;Unknown;;Non-Propelled;;0;N;;0;;Denmark (Dis);;0;0;0;Not Applicable;Not Applicable;0;Rohde Nielsen A/S;228303;778;1993-03;0;43691;1994-04;50;219007363;Rohde Nielsen A/S;228303;1992-01;Non-Propelled;0;RN Shipping A/S;1770101;0;;;88;0;Dredger (unspecified);;Donge;NTH210043;Rohde Nielsen A/S;228303;In Service/Commission;Rohde Nielsen A/S;228303;0;1994
9069073;ZHU DIAN JUN 1;;;;;;12;0;12;2000-05;0;;CC;China, People's Republic Of;1894;2000-05;5,4;0;  Unknown;9991001;20181224;4,6;300;Guangzhou Diesel Engine Factory Co Ltd - China;6;Chinese Std. Type;6300ZC;380;4;Oil;2;;China, People's Republic Of;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;1210;;0;43699;;63,88;412468910;Guangdong Zhuhai Power Station;5279633;1997-01;Oil Engine(s), Geared Drive;0;Guangdong Zhuhai Power Station;5279633;0;;;0;8;Suction Dredger;;Guangzhou Huangpu Shipyard;CHR234060;Guangdong Zhuhai Power Station;5279633;In Service/Commission;  Unknown;9991001;0;2000
9083237;NINA;;;;;0;18,4;18,466;18,4;1995-04;0;3BKG;BV;Romania;5505;1995-04;6,05;7545;Dredging & Maritime Management;1779238;20170917;5,4;256;Anglo Belgian Corp NV (ABC) - Belgium;6;A.B.C.;6DZC;310;4;Oil;2;1000;Mauritius;0;0;10;10,5;Distillate Fuel;Residual Fuel;0;Jan de Nul NV;178005;3261;1994-03;24;43805;1994-08;89,658;645147000;Dredging & Contracting;954902;1994-00;Oil Engine(s), Geared Drive;0;Dredging & Contracting;954902;0;;;0;9,8;Trailing Suction Hopper Dredger;;Galati;RUM002011;Dredging & Contracting;954902;In Service/Commission;Jan De Nul NV;178005;0;1995
